5.559385321852958889e-02,-3.607146466285385267e-01,-3.990000000000000491e-02,-3.990000000000000491e-02
-3.475223980085036246e-02,-2.000000000000000389e-02,-2.000000000000000389e-02,-2.000000000000000389e-02
-2.000000000000000389e-02,-2.000000000000000389e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.844216050445399713e-01,-1.019508038826270335e-01,-1.269542119413982206e-01,-2.000000000000000000e+00
-6.151774560416199689e-02,-7.343166036576026512e-02,9.376558379585446523e-03,-2.000000000000000000e+00
-9.820877552779928854e-02,-1.048820716930248531e-01,-1.102903680943283227e-01,-2.003900000000000237e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.066221624329460216e+00,-2.056504145054733890e+00,-2.056504145054733890e+00,-2.056504145054733890e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.139198600059045274e-02,9.243234358009114193e-02,-7.175460815801643077e-02,-1.998192461137534126e+00
3.277006224784320687e-01,-2.000000000000000389e-02,-7.292194469022386105e-01,-1.985334433931561948e+00
-5.278245755409027157e-02,1.408883779639334699e-01,-4.350150368004145063e-02,-1.593812617246796792e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.356062652835029914e+00,-2.056504145054733890e+00,-2.056504145054733890e+00,-2.056504145054733890e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.539495222187995227e-02,-9.093587078847546745e-02,-8.922906740696048833e-02,-1.998791362493334889e+00
-2.000000000000000389e-02,-2.000000000000000389e-02,5.781191157497715949e+00,0.000000000000000000e+00
-1.128069934447999828e-02,-2.344133207619947604e-02,5.532195544385499097e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
